연번,검증인정서번호,기업명,공장명,모델명,검증코드,출력(W),탄소배출량,검증방법,검증인정서발급일,검증인정서만료일
141,2020-141,한솔에너지온,한솔에너지온 오창공장,HS355UD-AN1,HS355UD-AN1_821.77kgCO2,355,821.77,표준배출계수,2023-09-16,2026-09-15
142,2020-142,한솔에너지온,한솔에너지온 오창공장,HS400UD-JH2,HS400UD-JH2_750.94kgCO2,400,750.94,표준배출계수,2023-09-16,2026-09-15
143,2020-143,한솔에너지온,한솔에너지온 오창공장,HS395UD-JH2,HS395UD-JH2_760.45kgCO2,395,760.45,표준배출계수,2023-09-16,2026-09-15
144,2020-144,한솔에너지온,한솔에너지온 오창공장,HS390UD-JH2,HS390UD-JH2_770.20kgCO2,390,770.2,표준배출계수,2023-09-16,2026-09-15
145,2020-145,한솔에너지온,한솔에너지온 오창공장,HS385UD-JH2,HS385UD-JH2_780.20kgCO2,385,780.2,표준배출계수,2023-09-16,2026-09-15
146,2020-146,한솔에너지온,한솔에너지온 오창공장,HS380UD-JH2,HS380UD-JH2_790.47kgCO2,380,790.47,표준배출계수,2023-09-16,2026-09-15
147,2020-147,한솔에너지온,한솔에너지온 오창공장,HS400UE-AN1,HS400UE-AN1_793.13kgCO2,400,793.13,표준배출계수,2023-09-16,2026-09-15
148,2020-148,한솔에너지온,한솔에너지온 오창공장,HS395UE-AN1,HS395UE-AN1_803.17kgCO2,395,803.17,표준배출계수,2023-09-16,2026-09-15
149,2020-149,한솔에너지온,한솔에너지온 오창공장,HS390UE-AN1,HS390UE-AN1_813.47kgCO2,390,813.47,표준배출계수,2023-09-16,2026-09-15
150,2020-150,한솔에너지온,한솔에너지온 오창공장,HS385UE-AN1,HS385UE-AN1_824.03kgCO2,385,824.03,표준배출계수,2023-09-16,2026-09-15
151,2020-151,(주)에스에너지,(주)에스에너지 대전공장,SN315M-37,SN315M-37_785.73kgCO2,315,785.73,표준배출계수,2020-09-24,2023-09-23
152,2020-152,(주)에스에너지,(주)에스에너지 대전공장,SN320M-37,SN320M-37_773.45kgCO2,320,773.45,표준배출계수,2020-09-24,2023-09-23
153,2020-153,(주)에스에너지,(주)에스에너지 대전공장,SN380M-37,SN380M-37_793.52kgCO2,380,793.52,표준배출계수,2020-09-24,2023-09-23
154,2020-154,(주)에스에너지,(주)에스에너지 대전공장,SN385M-37,SN385M-37_783.22kgCO2,385,783.22,표준배출계수,2020-09-24,2023-09-23
155,2020-155,(주)에스에너지,(주)에스에너지 대전공장,SN390M-37,SN390M-37_773.18kgCO2,390,773.18,표준배출계수,2020-09-24,2023-09-23
156,2020-156,(주)에스에너지,(주)에스에너지 대전공장,SN25-78MAE-420S,SN25-78MAE-420S_776.15kgCO2,420,776.15,표준배출계수,2020-09-24,2023-09-23
157,2020-157,(주)에스에너지,(주)에스에너지 대전공장,SN25-78MAE-425S,SN25-78MAE-425S_767.02kgCO2,425,767.02,표준배출계수,2020-09-24,2023-09-23
158,2020-158,엘지전자(주),구미 제1공장,LG400S2W-U5,LG400S2W-U5_767.24kgCO2,400,767.24,표준배출계수,2020-09-24,2023-09-23
159,2020-159,엘지전자(주),구미 제1공장,LG395S2W-U5,LG395S2W-U5_776.95kgCO2,395,776.95,표준배출계수,2020-09-24,2023-09-23
160,2020-160,엘지전자(주),구미 제3공장,LG425N2T-V5,LG425N2T-V5_757.73kgCO2,400,757.73,표준배출계수,2020-09-24,2023-09-23
161,2020-161,엘지전자(주),구미 제3공장,LG420N2W-V5,LG420N2W-V5_721.26kgCO2,420,721.26,표준배출계수,2020-09-24,2023-09-23
162,2020-162,엘지전자(주),구미 제3공장,LG415N2W-V5,LG415N2W-V5_729.95kgCO2,415,729.95,표준배출계수,2020-09-24,2023-09-23
163,2020-163,엘지전자(주),구미 제3공장,LG420N2W-L5,LG420N2W-L5_722.33kgCO2,420,722.33,표준배출계수,2020-09-24,2023-09-23
164,2020-164,엘지전자(주),구미 제3공장,LG415N2W-L5,LG415N2W-L5_731.03kgCO2,415,731.03,표준배출계수,2020-09-24,2023-09-23
165,2020-165,에이치디현대에너지솔루션(주),음성공장,HiS-S445XI,HiS-S445XI_784.41kgCO2,445,784.41,표준배출계수,2023-09-24,2026-09-23
166,2020-166,에이치디현대에너지솔루션(주),음성공장,HiS-S440XI,HiS-S440XI_793.32kgCO2,440,793.32,표준배출계수,2023-09-24,2026-09-23
167,2020-167,에이치디현대에너지솔루션(주),음성공장,HiS-S435XI,HiS-S435XI_802.44kgCO2,435,802.44,표준배출계수,2023-09-24,2026-09-23
168,2020-168,에이치디현대에너지솔루션(주),음성공장,HiS-S430XI,HiS-S430XI_811.77kgCO2,430,811.77,표준배출계수,2023-09-24,2026-09-23
169,2020-169,에이치디현대에너지솔루션(주),음성공장,HiS-S425XI,HiS-S425XI_821.32kgCO2,425,821.32,표준배출계수,2020-09-24,2023-09-23
170,2020-170,에이치디현대에너지솔루션(주),음성공장,HiS-S450YI,HiS-S450YI_779.64kgCO2,450,779.64,표준배출계수,2020-09-24,2023-09-23
171,2020-171,에이치디현대에너지솔루션(주),음성공장,HiS-S445YI,HiS-S445YI_788.4kgCO2,445,788.4,표준배출계수,2020-09-24,2023-09-23
172,2020-172,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI,HiS-S440YI_797.35kgCO2,440,797.35,표준배출계수,2023-09-24,2026-09-23
173,2020-173,에이치디현대에너지솔루션(주),음성공장,HiS-S435YI,HiS-S435YI_806.52kgCO2,435,806.52,표준배출계수,2023-09-24,2026-09-23
174,2020-174,에이치디현대에너지솔루션(주),음성공장,HiS-S430YI,HiS-S430YI_815.90kgCO2,430,815.9,표준배출계수,2023-09-24,2026-09-23
175,2020-175,에이치디현대에너지솔루션(주),음성공장,HiS-S425YI,HiS-S425YI_825.5kgCO2,425,825.5,표준배출계수,2020-09-24,2023-09-23
176,2020-176,에이치디현대에너지솔루션(주),음성공장,HiS-S380RI-EEHA,HiS-S380RI-EEHA_794.92kgCO2,380,794.92,표준배출계수,2023-09-24,2026-09-23
177,2020-177,에이치디현대에너지솔루션(주),음성공장,HiS-S375RI-EEHA,HiS-S375RI-EEHA_805.52kgCO2,375,805.52,표준배출계수,2023-09-24,2026-09-23
178,2020-178,에이치디현대에너지솔루션(주),음성공장,HiS-S370RI-EEHA,HiS-S370RI-EEHA_816.41kgCO2,370,816.41,표준배출계수,2023-09-24,2026-09-23
179,2020-179,에이치디현대에너지솔루션(주),음성공장,HiS-S365RI-EEHA,HiS-S365RI-EEHA_827.59kgCO2,365,827.59,표준배출계수,2020-09-24,2023-09-23
180,2020-180,(주)신성이엔지,음성공장,SS-DM400PE,SS-DM400PE_669.24kgCO2,400,669.24,표준배출계수,2020-09-24,2022-02-25
181,2020-181,(주)신성이엔지,음성공장,SS-DM400PE,SS-DM400PE_742.25kgCO2,400,742.25,표준배출계수,2020-09-24,2022-02-25
182,2020-182,(주)신성이엔지,음성공장,SS-DM395PE,SS-DM395PE_751.65kgCO2,395,751.65,표준배출계수,2020-09-24,2022-02-25
183,2020-183,(주)신성이엔지,음성공장,SS-DM390PE,SS-DM390PE_761.28kgCO2,390,761.28,표준배출계수,2020-09-24,2022-02-25
184,2020-184,(주)에스에너지,(주)에스에너지 대전공장,SN325M-37,SN325M-37_668.23kgCO2,325,668.23,표준배출계수,2020-09-24,2023-09-23
185,2020-185,(주)에스에너지,(주)에스에너지 대전공장,SN395M-37,SN395M-37_668.40kgCO2,395,668.4,표준배출계수,2020-09-24,2023-09-23
186,2020-186,(주)에스에너지,(주)에스에너지 대전공장,SN25-78MAE-430S,SN25-78MAE-430S_667.14kgCO2,430,667.14,표준배출계수,2020-09-24,2023-09-23
187,2020-187,(주)탑선,장성공장,TOP CLASS 540D,TOP CLASS 540D_818.15kgCO2,540,818.15,표준배출계수,2020-12-02,2023-12-01
188,2020-188,(주)탑선,장성공장,TOP CLASS 545T,TOP CLASS 545T_812.48kgCO2,545,812.48,표준배출계수,2020-12-02,2023-12-01
189,2020-189,(주)탑선,장성공장,TOP CLASS 550D,TOP CLASS 550D_803.02kgCO2,550,803.02,표준배출계수,2020-12-02,2023-12-01
190,2020-190,에스디엔(주),광주첨단공장,Sdm315-BA-A1,Sdm315-BA-A1_815.76kgCO2,315,815.76,표준배출계수,2020-12-02,2023-12-01
191,2020-191,에스디엔(주),광주첨단공장,Sdm320-BA-A1,Sdm320-BA-A1_803.02kgCO2,320,803.02,표준배출계수,2020-12-02,2023-12-01
192,2020-192,에스디엔(주),광주첨단공장,Sdm315-PB-A2S,Sdm315-PB-A2S_811.62kgCO2,315,811.62,표준배출계수,2020-12-02,2023-12-01
193,2020-193,에스디엔(주),광주첨단공장,Sdm320-PB-A2S,Sdm320-PB-A2S_798.94kgCO2,320,798.94,표준배출계수,2020-12-02,2023-12-01
194,2020-194,에스디엔(주),광주첨단공장,Sdm325-PB-A2S,Sdm325-PB-A2S_786.65kgCO2,325,786.65,표준배출계수,2020-12-02,2023-12-01
195,2020-195,한솔에너지온,한솔에너지온 오창공장,HS440UE-AH3,HS440UE-AH3_760.86kgCO2,440,760.86,표준배출계수,2023-12-02,2026-12-01
196,2020-196,한솔에너지온,한솔에너지온 오창공장,HS430UE-AH2,HS430UE-AH2_754.98kgCO2,430,754.98,표준배출계수,2023-12-02,2026-12-01
197,2020-197,한솔에너지온,한솔에너지온 오창공장,HS400UD-AH2,HS400UD-AH2_751.07kgCO2,400,751.07,표준배출계수,2023-12-02,2026-12-01
198,2020-198,한솔에너지온,한솔에너지온 오창공장,HS410UD-HH2,HS410UD-HH2_735.11kgCO2,410,735.11,표준배출계수,2023-12-02,2026-12-01
199,2020-199,한화솔루션(주),음성 제2사업장,Q.PEAK DUO L-G8 405,Q.PEAK DUO L-G8 405_754.54kgCO2,405,754.54,표준배출계수,2020-12-02,2023-12-01
200,2020-200,한화솔루션(주),음성 제2사업장,Q.PEAK DUO L-G8 410,Q.PEAK DUO L-G8 410_745.34kgCO2,410,745.34,표준배출계수,2020-12-02,2023-12-01
201,2020-201,한화솔루션(주),음성 제2사업장,Q.PEAK DUO L-G8 415,Q.PEAK DUO L-G8 415_736.36kgCO2,415,736.36,표준배출계수,2020-12-02,2023-12-01
202,2020-202,한화솔루션(주),음성 제2사업장,Q.PEAK DUO L-G8 420,Q.PEAK DUO L-G8 420_727.60kgCO2,420,727.6,표준배출계수,2020-12-02,2023-12-01
203,2020-203,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G9.3 KR1 460,Q.PEAK DUO XL-G9.3 KR1 460_631.19kgCO2,460,631.19,표준배출계수,2023-12-02,2026-12-01
204,2020-204,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G9.3 KR1 460,Q.PEAK DUO XL-G9.3 KR1 460_648.75kgCO2,460,648.75,표준배출계수,2023-12-02,2026-12-01
205,2020-205,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G9.3 KR1 460,Q.PEAK DUO XL-G9.3 KR1 460_715.83kgCO2,460,715.83,표준배출계수,2023-12-02,2026-12-01
206,2020-206,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 405,Q.PEAK DUO L-G6 405_756.92kgCO2,405,756.92,표준배출계수,2020-12-02,2023-12-01
207,2020-207,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 410,Q.PEAK DUO L-G6 410_747.69kgCO2,410,747.69,표준배출계수,2020-12-02,2023-12-01
208,2020-208,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 415,Q.PEAK DUO L-G6 415_738.68kgCO2,415,738.68,표준배출계수,2020-12-02,2023-12-01
209,2020-209,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 420,Q.PEAK DUO L-G6 420_729.89kgCO2,420,729.89,표준배출계수,2020-12-02,2023-12-01
210,2020-210,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 KR2 430,Q.PEAK DUO L-G6 KR2 430_629.19kgCO2,430,629.19,표준배출계수,2023-12-02,2026-12-01
211,2020-211,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 KR2 430,Q.PEAK DUO L-G6 KR2 430_646.54kgCO2,430,646.54,표준배출계수,2023-12-02,2026-12-01
212,2020-212,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6 KR2 430,Q.PEAK DUO L-G6 KR2 430_712.82kgCO2,430,712.82,표준배출계수,2023-12-02,2026-12-01
213,2020-213,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6.4 KR2 430,Q.PEAK DUO L-G6.4 KR2 430_728.47kgCO2,430,728.47,표준배출계수,2023-12-02,2026-12-01
214,2020-214,한화솔루션(주),진천사업장,Q.PEAK DUO L-G6.7 430,Q.PEAK DUO L-G6.7 430_728.47kgCO2,430,728.47,표준배출계수,2020-12-02,2023-12-01
215,2020-215,엘지전자(주),구미 제3공장,LG425N2T-B5,LG425N2T-B5_758.97kgCO2,400,758.97,표준배출계수,2020-12-02,2023-12-01
216,2020-216,엘지전자(주),구미 제3공장,LG430N2T-B5,LG430N2T-B5_749.60kgCO2,405,749.6,표준배출계수,2020-12-02,2023-12-01
217,2020-217,엘지전자(주),구미 제3공장,LG435N2T-B5,LG435N2T-B5_740.45kgCO2,410,740.45,표준배출계수,2020-12-02,2023-12-01
218,2020-218,엘지전자(주),구미 제1공장,LG405S2W-U5,LG405S2W-U5_757.77kgCO2,405,757.77,표준배출계수,2020-12-02,2023-12-01
219,2020-219,에이치디현대에너지솔루션(주),음성공장,HiS-S415PJ,HiS-S415PJ_816.44kgCO2,415,816.44,표준배출계수,2020-12-02,2023-12-01
220,2020-220,에이치디현대에너지솔루션(주),음성공장,HiS-S420PJ,HiS-S420PJ_806.72kgCO2,420,806.72,표준배출계수,2023-12-02,2026-12-01
221,2020-221,에이치디현대에너지솔루션(주),음성공장,HiS-S425PJ,HiS-S425PJ_797.23kgCO2,425,797.23,표준배출계수,2023-12-02,2026-12-01
222,2020-222,에이치디현대에너지솔루션(주),음성공장,HiS-S430PJ,HiS-S430PJ_787.96kgCO2,430,787.96,표준배출계수,2023-12-02,2026-12-01
223,2020-223,에이치디현대에너지솔루션(주),음성공장,HiS-S435PJ,HiS-S435PJ_778.90kgCO2,435,778.9,표준배출계수,2020-12-02,2023-12-01
224,2020-224,에이치디현대에너지솔루션(주),음성공장,HiS-S440PJ,HiS-S440PJ_770.05kgCO2,440,770.05,표준배출계수,2020-12-02,2023-12-01
225,2020-225,에이치디현대에너지솔루션(주),음성공장,HiS-S415YI,HiS-S415YI_711.55kgCO2,415,711.55,표준배출계수,2020-12-02,2023-12-01
226,2020-226,에이치디현대에너지솔루션(주),음성공장,HiS-S420YI,HiS-S420YI_703.08kgCO2,420,703.08,표준배출계수,2020-12-02,2023-12-01
227,2020-227,에이치디현대에너지솔루션(주),음성공장,HiS-S425YI,HiS-S425YI_694.81kgCO2,425,694.81,표준배출계수,2020-12-02,2023-12-01
228,2020-228,에이치디현대에너지솔루션(주),음성공장,HiS-S430YI,HiS-S430YI_686.73kgCO2,430,686.73,표준배출계수,2023-12-02,2026-12-01
229,2020-229,에이치디현대에너지솔루션(주),음성공장,HiS-S435YI,HiS-S435YI_678.84kgCO2,435,678.84,표준배출계수,2023-12-02,2026-12-01
230,2020-230,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI,HiS-S440YI_671.12kgCO2,440,671.12,표준배출계수,2020-12-02,2023-12-01
231,2020-231,한솔에너지온,한솔에너지온 오창공장,HS400UD-HH2,HS400UD-HH2_666.80kgCO2,400,666.8,표준배출계수,2023-12-02,2026-12-01
232,2020-232,한솔에너지온,한솔에너지온 오창공장,HS405UD-HH2,HS405UD-HH2_658.57kgCO2,405,658.57,표준배출계수,2023-12-02,2026-12-01
233,2020-233,한솔에너지온,한솔에너지온 오창공장,HS410UD-HH2,HS410UD-HH2_650.54kgCO2,410,650.54,표준배출계수,2023-12-02,2026-12-01
234,2020-234,에이치디현대에너지솔루션(주),음성공장,HiS-S445YI,HiS-S445YI_663.58kgCO2,445,663.58,표준배출계수,2020-12-07,2023-12-06
235,2020-235,에이치디현대에너지솔루션(주),음성공장,HiS-S450YI,HiS-S450YI_656.21kgCO2,450,656.21,표준배출계수,2020-12-07,2023-12-06
236,2021-236,(주)신성이엔지,김제공장,SS-DM430PJ,SS-DM430PJ_758.46kgCO2,430,758.46,표준배출계수,2021-01-15,2024-01-14
237,2021-237,(주)신성이엔지,김제공장,SS-DM435PJ,SS-DM435PJ_749.74kgCO2,435,749.74,표준배출계수,2021-01-15,2024-01-14
238,2021-238,(주)신성이엔지,김제공장,SS-DM440PJ,SS-DM440PJ_741.22kgCO2,440,741.22,표준배출계수,2021-01-15,2024-01-14
239,2021-239,(주)에스에너지,(주)에스에너지 대전공장,SN325M-37,SN325M-37_667.84kgCO2,325,667.84,표준배출계수,2021-02-26,2024-02-25
240,2021-240,(주)에스에너지,(주)에스에너지 대전공장,SN25-78MAE-430S,SN25-78MAE-430S_666.83kgCO2,430,666.83,표준배출계수,2021-02-26,2024-02-25
241,2021-241,(주)에스에너지,(주)에스에너지 대전공장,SN395M-37,SN395M-37_668.30kgCO2,395,668.3,표준배출계수,2021-02-26,2024-02-25
242,2021-242,(주)에스에너지,(주)에스에너지 대전공장,SN400M-37,SN400M-37_659.95kgCO2,400,659.95,표준배출계수,2021-02-26,2024-02-25
243,2021-243,한솔에너지온,한솔에너지온 오창공장,HS380UD-HH2,HS380UD-HH2_793.13kgCO2,380,793.13,표준배출계수,2021-02-26,2024-02-25
244,2021-244,한솔에너지온,한솔에너지온 오창공장,HS385UD-HH2,HS385UD-HH2_782.83kgCO2,385,782.83,표준배출계수,2021-02-26,2024-02-25
245,2021-245,한솔에너지온,한솔에너지온 오창공장,HS390UD-HH2,HS390UD-HH2_772.79kgCO2,390,772.79,표준배출계수,2021-02-26,2024-02-25
246,2021-246,한솔에너지온,한솔에너지온 오창공장,HS395UD-HH2,HS395UD-HH2_763.01kgCO2,395,763.01,표준배출계수,2021-02-26,2024-02-25
247,2021-247,한솔에너지온,한솔에너지온 오창공장,HS400UD-HH2,HS400UD-HH2_753.47kgCO2,400,753.47,표준배출계수,2021-02-26,2024-02-25
248,2021-248,한솔에너지온,한솔에너지온 오창공장,HS405UD-HH2,HS405UD-HH2_744.17kgCO2,405,744.17,표준배출계수,2021-02-26,2024-02-25
249,2021-249,한솔에너지온,한솔에너지온 오창공장,HS410UD-HH2,HS410UD-HH2_735.09kgCO2,410,735.09,표준배출계수,2021-02-26,2024-02-25
250,2021-250,한솔에너지온,한솔에너지온 오창공장,HS380UD-THB,HS380UD-THB_796.23kgCO2,380,796.23,표준배출계수,2021-02-26,2024-02-25
251,2021-251,한솔에너지온,한솔에너지온 오창공장,HS385UD-THB,HS385UD-THB_785.89kgCO2,385,785.89,표준배출계수,2021-02-26,2024-02-25
252,2021-252,한솔에너지온,한솔에너지온 오창공장,HS390UD-THB,HS390UD-THB_775.81kgCO2,390,775.81,표준배출계수,2021-02-26,2024-02-25
253,2021-253,한솔에너지온,한솔에너지온 오창공장,HS395UD-THB,HS395UD-THB_765.99kgCO2,395,765.99,표준배출계수,2021-02-26,2024-02-25
254,2021-254,한솔에너지온,한솔에너지온 오창공장,HS400UD-THB,HS400UD-THB_756.41kgCO2,400,756.41,표준배출계수,2023-12-21,2026-12-20
255,2021-255,한솔에너지온,한솔에너지온 오창공장,HS465WE-HH4,HS465WE-HH4_758.15kgCO2,465,758.15,표준배출계수,2021-02-26,2024-02-25
256,2021-256,한솔에너지온,한솔에너지온 오창공장,HS470WE-HH4,HS470WE-HH4_750.09kgCO2,470,750.09,표준배출계수,2023-12-21,2026-12-20
257,2021-257,한솔에너지온,한솔에너지온 오창공장,HS475WE-HH4,HS475WE-HH4_742.19kgCO2,475,742.19,표준배출계수,2023-12-21,2026-12-20
258,2021-258,한솔에너지온,한솔에너지온 오창공장,HS480WE-HH4,HS480WE-HH4_734.46kgCO2,480,734.46,표준배출계수,2023-12-21,2026-12-20
259,2021-259,한솔에너지온,한솔에너지온 오창공장,HS485WE-HH4,HS485WE-HH4_726.89kgCO2,485,726.89,표준배출계수,2023-12-21,2026-12-20
260,2021-260,에스디엔(주),광주첨단공장,Sdm335-BA-A2S,Sdm335-BA-A2S_783.28kgCO2,335,783.28,표준배출계수,2021-02-26,2024-02-25
261,2021-261,에스디엔(주),광주첨단공장,Sdm330-BA-A2S,Sdm330-BA-A2S_795.15kgCO2,330,795.15,표준배출계수,2021-02-26,2024-02-25
262,2021-262,에스디엔(주),광주첨단공장,Sdm325-BA-A2S,Sdm325-BA-A2S_807.38kgCO2,325,807.38,표준배출계수,2021-02-26,2024-02-25
263,2021-263,에스디엔(주),광주첨단공장,Sdm320-BA-A2S,Sdm320-BA-A2S_820.00kgCO2,320,820,표준배출계수,2021-02-26,2024-02-25
264,2021-264,(주)신성이엔지,김제공장,SS-DM445PJ,SS-DM445PJ_732.89kgCO2,445,732.89,표준배출계수,2021-02-26,2024-02-25
265,2021-265,(주)신성이엔지,김제공장,SS-DM450PJ,SS-DM450PJ_724.75kgCO2,450,724.75,표준배출계수,2021-02-26,2024-02-25
266,2021-266,(주)솔라파크코리아,완주공장,SPP 430 LCHD G1.W,SPP 430 LCHD G1.W_832.04kgCO2,430,832.04,표준배출계수,2021-02-26,2024-02-25
267,2021-267,(주)솔라파크코리아,완주공장,SPP 435 LCHD G1.W,SPP 435 LCHD G1.W_822.48kgCO2,435,822.48,표준배출계수,2021-02-26,2024-02-25
268,2021-268,(주)솔라파크코리아,완주공장,SPP 440 LCHD G1.W,SPP 440 LCHD G1.W_813.13kgCO2,440,813.13,표준배출계수,2021-02-26,2024-02-25
269,2021-269,에이치디현대에너지솔루션(주),음성공장,HiS-S425YI,HiS-S425YI_813.72kgCO2,425,813.72,표준배출계수,2021-02-26,2024-02-25
270,2021-270,에이치디현대에너지솔루션(주),음성공장,HiS-S430YI,HiS-S430YI_804.26kgCO2,430,804.26,표준배출계수,2021-02-26,2024-02-25
271,2021-271,에이치디현대에너지솔루션(주),음성공장,HiS-S435YI,HiS-S435YI_795.02kgCO2,435,795.02,표준배출계수,2021-02-26,2024-02-25
272,2021-272,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI,HiS-S440YI_785.98kgCO2,440,785.98,표준배출계수,2021-02-26,2024-02-25
273,2021-273,에이치디현대에너지솔루션(주),음성공장,HiS-S445YI,HiS-S445YI_777.15kgCO2,445,777.15,표준배출계수,2021-02-26,2024-02-25
274,2021-274,에이치디현대에너지솔루션(주),음성공장,HiS-S450YI,HiS-S450YI_768.51kgCO2,450,768.51,표준배출계수,2021-02-26,2024-02-25
275,2021-275,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI,HiS-S440YI_669.89kgCO2,440,669.89,표준배출계수,2021-02-26,2024-02-25
276,2021-276,에이치디현대에너지솔루션(주),음성공장,HiS-S425YI-OC,HiS-S425YI-OC_797.12kgCO2,425,797.12,표준배출계수,2021-02-26,2024-02-25
277,2021-277,에이치디현대에너지솔루션(주),음성공장,HiS-S430YI-OC,HiS-S430YI-OC_787.85kgCO2,430,787.85,표준배출계수,2021-02-26,2024-02-25
278,2021-278,에이치디현대에너지솔루션(주),음성공장,HiS-S435YI-OC,HiS-S435YI-OC_778.79kgCO2,435,778.79,표준배출계수,2021-02-26,2024-02-25
279,2021-279,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI-OC,HiS-S440YI-OC_769.94kgCO2,440,769.94,표준배출계수,2021-02-26,2024-02-25
280,2021-280,에이치디현대에너지솔루션(주),음성공장,HiS-S445YI-OC,HiS-S445YI-OC_761.29kgCO2,445,761.29,표준배출계수,2021-02-26,2024-02-25
281,2021-281,에이치디현대에너지솔루션(주),음성공장,HiS-S450YI-OC,HiS-S450YI-OC_752.83kgCO2,450,752.83,표준배출계수,2021-02-26,2024-02-25
282,2021-282,에이치디현대에너지솔루션(주),음성공장,HiS-S425YI-OC,HiS-S425YI-OC_676.93kgCO2,425,676.93,표준배출계수,2021-02-26,2024-02-25
283,2021-283,에이치디현대에너지솔루션(주),음성공장,HiS-S430YI-OC,HiS-S430YI-OC_669.05kgCO2,430,669.05,표준배출계수,2023-12-21,2026-12-20
284,2021-284,에이치디현대에너지솔루션(주),음성공장,HiS-S435YI-OC,HiS-S435YI-OC_661.36kgCO2,435,661.36,표준배출계수,2023-12-21,2026-12-20
285,2021-285,에이치디현대에너지솔루션(주),음성공장,HiS-S440YI-OC,HiS-S440YI-OC_653.85kgCO2,440,653.85,표준배출계수,2021-02-26,2024-02-25
286,2021-286,에이치디현대에너지솔루션(주),음성공장,HiS-S445YI-OC,HiS-S445YI-OC_646.50kgCO2,445,646.5,표준배출계수,2021-02-26,2024-02-25
287,2021-287,에이치디현대에너지솔루션(주),음성공장,HiS-S450YI-OC,HiS-S450YI-OC_639.32kgCO2,450,639.32,표준배출계수,2021-02-26,2024-02-25
